step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate
301,0.4633518159389496,0.870192289352417,,,,,,,
302,3.0695929527282715,0.4141116738319397,,,,,,,
303,0.5902575850486755,0.8578274846076965,,,,,,,
304,0.5060104727745056,0.8678303956985474,,,,,,,
305,0.5243266820907593,0.8586156368255615,,,,,,,
306,0.7715205550193787,0.8098827600479126,,,,,,,
307,1.2925053834915161,0.6790909171104431,,,,,,,
308,0.8092303276062012,0.8008185625076294,,,,,,,
309,0.6966865658760071,0.8259979486465454,,,,,,,
310,1.2323498725891113,0.7213114500045776,,,,,,,
311,0.7210004329681396,0.7803347110748291,,,,,,,
312,0.5275281071662903,0.8553686141967773,,,,,,,
313,1.0948048830032349,0.7614770531654358,,,,,,,
314,0.7399716973304749,0.8133515119552612,,,,,,,
315,0.38477110862731934,0.8967828154563904,,,,,,,
316,0.6110718846321106,0.8506348133087158,,,,,,,
317,0.8061311841011047,0.8116016387939453,,,,,,,
318,0.7093188166618347,0.818311870098114,,,,,,,
319,0.4064454138278961,0.8835078477859497,,,,,,,
320,0.5560901165008545,0.8427172303199768,,,,,,,
321,0.7752808928489685,0.7933962345123291,,,,,,,
322,0.48811987042427063,0.8778307437896729,,,,,,,
323,0.5680738687515259,0.8430004119873047,,,,,,,
324,0.6021834015846252,0.8380566835403442,,,,,,,
325,0.5441934466362,0.8573692440986633,,,,,,,
326,0.6250285506248474,0.837837815284729,,,,,,,
327,0.5098415017127991,0.8655097484588623,,,,,,,
328,0.8487464785575867,0.7907854914665222,,,,,,,
329,0.6196186542510986,0.8313502073287964,,,,,,,
330,1.0268560647964478,0.752293586730957,,,,,,,
331,0.48295384645462036,0.865375280380249,,,,,,,
332,0.40665990114212036,0.8841893076896667,,,,,,,
333,0.5814576148986816,0.8465160131454468,,,,,,,
334,0.8276113271713257,0.7908101677894592,,,,,,,
335,0.6349523663520813,0.8371454477310181,,,,,,,
336,0.4654701054096222,0.8782278895378113,,,,,,,
337,0.21232491731643677,0.942182183265686,,,,,,,
338,0.6840012669563293,0.8219069838523865,,,,,,,
339,0.6988329291343689,0.8313180208206177,,,,,,,
340,0.49470019340515137,0.8544914722442627,,,,,,,
341,0.7620676159858704,0.8069883584976196,,,,,,,
342,0.9523687958717346,0.8108493685722351,,,,,,,
343,0.3630662262439728,0.8994205594062805,,,,,,,
344,0.6335834264755249,0.8302245736122131,,,,,,,
345,0.6418807506561279,0.8277512192726135,,,,,,,
346,0.9155870676040649,0.7526403665542603,,,,,,,
347,0.5526145696640015,0.84108966588974,,,,,,,
348,0.5896039605140686,0.855182945728302,,,,,,,
349,0.7920374870300293,0.8020133972167969,,,,,,,
350,0.5786362290382385,0.8475398421287537,,,,,,,
351,0.7096434235572815,0.8357798457145691,,,,,,,
352,0.518896222114563,0.8483732342720032,,,,,,,
353,0.7038381099700928,0.8291139006614685,,,,,,,
354,0.6683595180511475,0.8379606008529663,,,,,,,
355,0.3747829496860504,0.8892921805381775,,,,,,,
356,0.1063496544957161,0.9721226692199707,,,,,,,
357,0.8756223320960999,0.7683923840522766,,,,,,,
358,0.6485608816146851,0.8300589323043823,,,,,,,
359,0.6806032061576843,0.8254858255386353,,,,,,,
360,0.6325951218605042,0.8271262049674988,,,,,,,
361,0.0639759823679924,0.980614960193634,,,,,,,
362,0.5017536282539368,0.8720152974128723,,,,,,,
363,0.7389295101165771,0.810602605342865,,,,,,,
364,0.40869390964508057,0.8909175992012024,,,,,,,
365,0.473205029964447,0.8714285492897034,,,,,,,
366,0.4856187403202057,0.8644304871559143,,,,,,,
367,0.6435906887054443,0.8214654326438904,,,,,,,
368,0.6701793074607849,0.832065224647522,,,,,,,
369,0.5213697552680969,0.8702141642570496,,,,,,,
370,0.7357558012008667,0.8154213428497314,,,,,,,
371,1.090606689453125,0.7402234673500061,,,,,,,
372,0.5373054146766663,0.8555691838264465,,,,,,,
373,0.6923449635505676,0.8043676018714905,,,,,,,
374,0.7121410965919495,0.8181062936782837,,,,,,,
375,0.6312353014945984,0.8545845150947571,,,,,,,
376,2.7749929428100586,0.44676098227500916,,,,,,,
377,0.6370651721954346,0.8317326307296753,,,,,,,
378,0.6456137895584106,0.8339768052101135,,,,,,,
379,0.6177265644073486,0.8275862336158752,,,,,,,
380,0.7582805156707764,0.7850799560546875,,,,,,,
381,0.6064275503158569,0.843104898929596,,,,,,,
382,0.6380366086959839,0.8455970883369446,,,,,,,
383,0.6499000787734985,0.8273757696151733,,,,,,,
384,0.7433533072471619,0.8090507984161377,,,,,,,
385,0.45628830790519714,0.8755739331245422,,,,,,,
386,0.28383487462997437,0.9224476218223572,,,,,,,
387,0.7130380272865295,0.8166090250015259,,,,,,,
388,0.781043291091919,0.8029678463935852,,,,,,,
389,0.8959670066833496,0.7810526490211487,,,,,,,
390,0.495918869972229,0.8801571726799011,,,,,,,
391,0.8089221119880676,0.7945635318756104,,,,,,,
392,0.6075990796089172,0.8363711833953857,,,,,,,
393,0.6564455032348633,0.8269817233085632,,,,,,,
394,0.5540542006492615,0.8569444417953491,,,,,,,
395,0.7060872316360474,0.8142004013061523,,,,,,,
396,0.745947003364563,0.8148381114006042,,,,,,,
397,0.6429128646850586,0.8287858366966248,,,,,,,
398,1.0128066539764404,0.7642174959182739,,,,,,,
399,1.6884130239486694,0.6994256377220154,,,,,,,
400,0.6458996534347534,0.8275355100631714,,0.6592030851382774,0.8241042345276873,,,,
401,0.5970984697341919,0.8413391709327698,,,,,,,
402,0.5537347793579102,0.8585723638534546,,,,,,,
403,0.7602712512016296,0.8081067204475403,,,,,,,
404,0.6632347106933594,0.8476821184158325,,,,,,,
405,0.5889729261398315,0.8374539613723755,,,,,,,
406,0.5372152924537659,0.840549111366272,,,,,,,
407,0.6219419240951538,0.8293963074684143,,,,,,,
408,0.5366677045822144,0.8599663376808167,,,,,,,
409,0.5651766061782837,0.8561601042747498,,,,,,,
410,0.48291173577308655,0.8632534146308899,,,,,,,
411,0.6161229610443115,0.8429906368255615,,,,,,,
412,0.7046695947647095,0.8126118183135986,,,,,,,
413,0.5648179054260254,0.8437978625297546,,,,,,,
414,0.8071941137313843,0.7838699221611023,,,,,,,
415,0.4139101505279541,0.8878327012062073,,,,,,,
416,0.8691211342811584,0.790450930595398,,,,,,,
417,0.4600875973701477,0.8672164678573608,,,,,,,
418,0.436368852853775,0.8717105388641357,,,,,,,
419,0.8137126564979553,0.7967782020568848,,,,,,,
420,0.8052006959915161,0.7672551870346069,,,,,,,
421,0.8323092460632324,0.7849355936050415,,,,,,,
422,0.3798374831676483,0.8863157629966736,,,,,,,
423,1.1889009475708008,0.7390457391738892,,,,,,,
424,0.8288924098014832,0.7845876812934875,,,,,,,
425,0.7117252945899963,0.8177991509437561,,,,,,,
426,0.7699939608573914,0.7932011485099792,,,,,,,
427,0.7043235898017883,0.800936758518219,,,,,,,
428,0.563325047492981,0.8471636176109314,,,,,,,
429,1.1871144771575928,0.7355191111564636,,,,,,,
430,0.7158711552619934,0.8198353052139282,,,,,,,
431,0.6919311881065369,0.8225667476654053,,,,,,,
432,0.8890970945358276,0.7796791195869446,,,,,,,
433,0.5585152506828308,0.8632326722145081,,,,,,,
434,0.5838444828987122,0.8535170555114746,,,,,,,
435,0.4853263199329376,0.8591639995574951,,,,,,,
436,0.5362712740898132,0.8545966148376465,,,,,,,
437,0.5317079424858093,0.8541458249092102,,,,,,,
438,0.49002769589424133,0.8617886304855347,,,,,,,
439,1.0519180297851562,0.786725640296936,,,,,,,
440,0.6055879592895508,0.8287385106086731,,,,,,,
441,0.5766266584396362,0.8436425924301147,,,,,,,
442,0.619162917137146,0.8370960354804993,,,,,,,
443,0.6470604538917542,0.8299999833106995,,,,,,,
444,2.1316022872924805,0.5438016653060913,,,,,,,
445,0.476441353559494,0.8656957745552063,,,,,,,
446,0.739507794380188,0.8170425891876221,,,,,,,
447,0.9041352868080139,0.7887930870056152,,,,,,,
448,0.5682014226913452,0.8520146608352661,,,,,,,
449,0.6898928284645081,0.8269720077514648,,,,,,,
450,0.6355865597724915,0.8321400284767151,,,,,,,
451,0.6473428606987,0.8286808729171753,,,,,,,
452,0.6648887395858765,0.8299359083175659,,,,,,,
453,0.6957077383995056,0.8220859169960022,,,,,,,
454,0.43816617131233215,0.8803669810295105,,,,,,,
455,0.443447083234787,0.886455774307251,,,,,,,
456,0.5266432762145996,0.8508522510528564,,,,,,,
457,0.7462686896324158,0.8388349413871765,,,,,,,
458,1.3067476749420166,0.704852819442749,,,,,,,
459,0.5474046468734741,0.8559653162956238,,,,,,,
460,0.7658675909042358,0.8150503635406494,,,,,,,
461,0.517820417881012,0.8805522322654724,,,,,,,
462,0.566685140132904,0.8523255586624146,,,,,,,
463,0.450164794921875,0.8862069249153137,,,,,,,
464,0.8014435768127441,0.7892255783081055,,,,,,,
465,0.6803088188171387,0.8311068415641785,,,,,,,
466,0.7721120119094849,0.8005319237709045,,,,,,,
467,0.74425208568573,0.808809757232666,,,,,,,
468,0.8242565393447876,0.7869012951850891,,,,,,,
469,0.5321388840675354,0.8478260636329651,,,,,,,
470,0.6572785973548889,0.8481481671333313,,,,,,,
471,0.6955163478851318,0.8087965846061707,,,,,,,
472,0.7495642900466919,0.8087248206138611,,,,,,,
473,0.6924835443496704,0.8159204125404358,,,,,,,
474,0.6200865507125854,0.8393470644950867,,,,,,,
475,0.6277538537979126,0.8265306353569031,,,,,,,
476,0.7805218696594238,0.8001812696456909,,,,,,,
477,0.9313362836837769,0.7771911025047302,,,,,,,
478,0.845900297164917,0.7964253425598145,,,,,,,
479,0.6000332832336426,0.8415816426277161,,,,,,,
480,1.7950092554092407,0.6259055733680725,,,,,,,
481,0.7644016146659851,0.7950065732002258,,,,,,,
482,0.46835821866989136,0.8805237412452698,,,,,,,
483,0.68473881483078,0.8207650184631348,,,,,,,
484,0.694784939289093,0.8112475872039795,,,,,,,
485,0.6393254399299622,0.8314256072044373,,,,,,,
486,0.7661384344100952,0.8105781078338623,,,,,,,
487,0.7072474956512451,0.82014000415802,,,,,,,
488,0.6022948026657104,0.8467742204666138,,,,,,,
489,0.5366351008415222,0.861025333404541,,,,,,,
490,0.9130058288574219,0.7670632600784302,,,,,,,
491,0.8390749096870422,0.8107653260231018,,,,,,,
492,0.6089447140693665,0.8371133804321289,,,,,,,
493,0.48831450939178467,0.8690476417541504,,,,,,,
494,0.8133457899093628,0.779904305934906,,,,,,,
495,0.5394858121871948,0.8519938588142395,,,,,,,
496,0.4310111701488495,0.8835470080375671,,,,,,,
497,0.682623028755188,0.8216039538383484,,,,,,,
498,0.6972640156745911,0.8183139562606812,,,,,,,
499,0.7087967991828918,0.8311036825180054,,,,,,,
500,0.701701283454895,0.8274428248405457,,0.4075110809147707,0.8760233918128655,,,,
501,0.4705735743045807,0.8630751967430115,,,,,,,
502,0.634174108505249,0.8347653746604919,,,,,,,
503,0.599114716053009,0.8441385626792908,,,,,,,
504,0.5925959348678589,0.8499336242675781,,,,,,,
505,0.5780352354049683,0.8422806262969971,,,,,,,
506,0.7143977284431458,0.824435293674469,,,,,,,
507,0.7215883731842041,0.8180555701255798,,,,,,,
508,0.8483237028121948,0.7888888716697693,,,,,,,
509,0.6082584261894226,0.85161292552948,,,,,,,
510,1.094759464263916,0.7605633735656738,,,,,,,
511,0.9773402214050293,0.8028037548065186,,,,,,,
512,0.5395981669425964,0.8492008447647095,,,,,0.6143654446415894,0.8415351014040562,
513,0.705109715461731,0.8203266859054565,,,,,,,
