step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,rollout.reward/grade,test_set/mean_reward
1,1.1099650859832764,0.7737182974815369,,0.6579066058104993,0.8491511271917618,,,,,,
2,0.910426914691925,0.7965635657310486,,1.2226069947284004,0.7474807350326023,,,,,,
3,1.6687778234481812,0.6541666388511658,,1.1997020539389256,0.7456616052060737,,,,,,
4,1.1269800662994385,0.7631788849830627,,1.3743143428155709,0.7119377162629758,,,,,,
5,1.1931771039962769,0.7497223019599915,,1.065762342883475,0.7676181980374666,,,,,,
6,1.2995067834854126,0.7402734160423279,,1.0060142759292845,0.8063492063492064,,,,,,
7,1.1971235275268555,0.7410658597946167,,1.1275934164715984,0.772169167803547,,,,,,
8,1.2168246507644653,0.7647058963775635,,1.0536153686247858,0.7593246957204555,,,,,,
9,0.9399439096450806,0.78523188829422,,1.1972288435417147,0.741254523522316,,,,,,
10,1.434203863143921,0.7095914483070374,,1.0378177268261906,0.7883698760724499,,,,,,
11,1.3394101858139038,0.7317327857017517,,1.1891990857850376,0.7304526748971193,,,,,,
12,1.1686007976531982,0.7581930756568909,,0.9291180993553408,0.8009143807148794,,,,,,
13,1.6886861324310303,0.6675159335136414,,0.8720640026222929,0.8024959305480195,,,,,,
14,1.227527379989624,0.7463617324829102,,1.1387428181663841,0.7592867756315007,,,,,,
15,1.3941104412078857,0.7159019708633423,,1.1518800547370267,0.7491057741440981,,,,,,
16,1.4025589227676392,0.7001873850822449,,1.130769875167955,0.7540425531914894,,,,,,
17,1.214516043663025,0.7436548471450806,,1.0312912285884963,0.7885514018691588,,,,,,
18,1.5036134719848633,0.7202247381210327,,1.0899343093476097,0.7507543753771877,,,,,,
19,0.8338871002197266,0.8083952069282532,,1.2944936305695,0.7431129476584022,,,,,,
20,1.1202635765075684,0.7331887483596802,,1.0300853280296103,0.7748538011695907,,,,,,
21,1.5645722150802612,0.6968944072723389,,1.0968057734322476,0.7440652818991098,,,,,,
22,1.282434344291687,0.7264239192008972,,0.95464206387844,0.7783251231527094,,,,,,
23,0.9511306285858154,0.7782041430473328,,1.2783920948048477,0.697986577181208,,,,,,
24,0.9800936579704285,0.7735849022865295,,0.5964965253519866,0.8596625766871165,,,,,,
25,1.0581766366958618,0.7451716661453247,,0.7967752215715477,0.8136942675159236,,,,,,
26,0.7612475752830505,0.8162303566932678,,0.935316071869686,0.7710911136107986,,,,,,
27,1.127509355545044,0.7390000224113464,,1.0797298176790684,0.7456846950517837,,,,,,
28,0.9911510944366455,0.7719123363494873,,0.9962316407838716,0.7707847707847708,,,,,,
29,0.9899852275848389,0.7770562767982483,,0.9003367478117075,0.7770103601381352,,,,,,
30,1.0345250368118286,0.7354533076286316,,0.9904067074811017,0.7523148148148148,,,,,,
31,0.9224844574928284,0.7762500047683716,,0.9307112300518862,0.7938144329896907,,,,,,
32,0.7649231553077698,0.8137432336807251,,0.8342766999499189,0.7873900293255132,,,,,,
33,0.7748920917510986,0.7907711863517761,,1.0518242624782075,0.7472035794183445,,,,,,
34,0.8537465333938599,0.8039442896842957,,0.9065881923392967,0.7916666666666666,,,,,,
35,0.7732280492782593,0.8041901588439941,,0.8747005423879236,0.7642276422764228,,,,,,
36,0.6057873964309692,0.8387096524238586,,1.1341074006436855,0.7424629535002555,,,,,,
37,0.9541532397270203,0.767786979675293,,0.768268231098159,0.8171589310829818,,,,,,
38,1.0845764875411987,0.747826099395752,,0.9307798763167275,0.7609254498714653,,,,,,
39,0.8579158186912537,0.7760416865348816,,0.8176762667569247,0.7656565656565657,,,,,,
40,1.1302261352539062,0.7629128098487854,,0.9270302842927459,0.7812080536912752,,,,,,
41,1.1246943473815918,0.7024539709091187,,0.658420081394328,0.8091482649842271,,,,,,
42,0.8666714429855347,0.7698209881782532,,0.8091341276260817,0.7942122186495176,,,,,,
43,0.7877990007400513,0.800000011920929,,0.938947571353328,0.7855153203342619,,,,,,
44,0.7318089604377747,0.8198675513267517,,0.5196379620939474,0.8658614113159567,,,,,,
45,0.9741653203964233,0.7418111562728882,,0.7886875037930052,0.7912266450040617,,,,,,
46,0.7923406362533569,0.8024574518203735,,0.9267542438268992,0.7891816920943134,,,,,,
47,2.9553401470184326,0.4017261564731598,,1.0984763562825024,0.7322738386308069,,,,,,
48,0.8285245299339294,0.8011894822120667,,0.6838497307609482,0.7973421926910299,,,,,,
49,1.0851949453353882,0.7268623113632202,,0.643829012314006,0.8275862068965517,,,,,,
50,1.0265058279037476,0.7488207817077637,,0.7271600407662151,0.8057553956834532,,,,,,
51,1.2793757915496826,0.7107072472572327,,0.9253247170974302,0.7894736842105263,,,,,,
52,0.8828325271606445,0.7804532647132874,,0.7609240480047889,0.7761506276150628,,,,,,
53,0.5619258880615234,0.8582524061203003,,1.2818739069974359,0.7040998217468806,,,,,,
54,0.868571400642395,0.7708333134651184,,0.8571783364829371,0.7711864406779662,,,,,,
55,0.7499315142631531,0.8122363090515137,,1.1434002101341565,0.7282463186077643,,,,,,
56,0.9457281231880188,0.7529658079147339,,0.7870967784612217,0.7949886104783599,,,,,,
57,0.718686580657959,0.832688570022583,,0.9041524079633111,0.7710075667064914,,,,,,
58,1.6950151920318604,0.6359315514564514,,0.9127375148050701,0.781021897810219,,,,,,
59,0.7666757702827454,0.7938931584358215,,1.1003992852710542,0.7440476190476191,,,,,,
60,1.3625338077545166,0.74219810962677,,0.9947734389562329,0.7385892116182573,,,,,,
61,1.04764723777771,0.7365079522132874,,0.7290207203442718,0.8219862585883823,,,,,,
62,0.9627107381820679,0.753513514995575,,1.0439336368505903,0.75,,,,,,
63,0.8508914709091187,0.7969569563865662,,0.8650806434155628,0.7899671823722456,,,,,,
64,0.8388383388519287,0.7808408141136169,,0.7978963663310057,0.7954655089242644,,,,,,
65,1.064762830734253,0.7282091975212097,,0.8655821875635106,0.7959852519459238,,,,,,
66,0.8085915446281433,0.8073605298995972,,0.854214212937146,0.7739345274861026,,,,,,
67,0.9034726619720459,0.7877358198165894,,0.9541176697678173,0.7509062661833247,,,,,,
68,0.6223822236061096,0.8440545797348022,,0.7239805206844007,0.8181079983759643,,,,,,
69,0.9152207374572754,0.7739192247390747,,0.6584953286307199,0.8222857142857143,,,,,,
70,0.9122152924537659,0.7705146074295044,,0.808764285377648,0.8013468013468014,,,,,,
71,0.8493834733963013,0.7760736346244812,,1.0403401784921118,0.7387616624257846,,,,,,
72,0.9519911408424377,0.7628294229507446,,1.0057691082911027,0.768369489153254,,,,,,
